"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
11,"1","2025-01-23T17:40:47.575242Z",450,"[{""start"":0,""end"":35,""text"":""African Continental Free Trade Area"",""labels"":[""PROPN""]},{""start"":36,""end"":38,""text"":""की"",""labels"":[""ADP""]},{""start"":39,""end"":49,""text"":""महत्वपूर्ण"",""labels"":[""ADJ""]},{""start"":50,""end"":53,""text"":""पहल"",""labels"":[""NOUN""]},{""start"":54,""end"":56,""text"":""के"",""labels"":[""ADV""]},{""start"":57,""end"":60,""text"":""लिए"",""labels"":[""ADP""]},{""start"":60,""end"":61,""text"":"","",""labels"":[""X""]},{""start"":62,""end"":65,""text"":""मैं"",""labels"":[""PRON""]},{""start"":66,""end"":69,""text"":""सभी"",""labels"":[""PRON""]},{""start"":70,""end"":77,""text"":""अफ़्रीकी"",""labels"":[""PROPN""]},{""start"":78,""end"":83,""text"":""देशों"",""labels"":[""NOUN""]},{""start"":84,""end"":86,""text"":""को"",""labels"":[""ADP""]},{""start"":87,""end"":94,""text"":""हार्दिक"",""labels"":[""ADJ""]},{""start"":87,""end"":94,""text"":""हार्दिक"",""labels"":[""ADJ""]},{""start"":87,""end"":94,""text"":""हार्दिक"",""labels"":[""ADJ""]},{""start"":95,""end"":99,""text"":""बधाई"",""labels"":[""ADJ""]},{""start"":100,""end"":104,""text"":""देता"",""labels"":[""VERB""]},{""start"":105,""end"":108,""text"":""हूँ"",""labels"":[""VERB""]},{""start"":108,""end"":109,""text"":""।"",""labels"":[""X""]}]",177.714,"African Continental Free Trade Area की महत्वपूर्ण पहल के लिए, मैं सभी अफ़्रीकी देशों को हार्दिक बधाई देता हूँ।","2025-01-23T17:40:47.575242Z"
12,"1","2025-01-23T17:46:12.187263Z",451,"[{""start"":0,""end"":23,""text"":""Free Trade and Commerce"",""labels"":[""PROPN""]},{""start"":24,""end"":26,""text"":""ने"",""labels"":[""ADP""]},{""start"":27,""end"":32,""text"":""पिछले"",""labels"":[""ADJ""]},{""start"":33,""end"":36,""text"":""तीन"",""labels"":[""NUM""]},{""start"":37,""end"":42,""text"":""दशकों"",""labels"":[""NOUN""]},{""start"":43,""end"":46,""text"":""में"",""labels"":[""ADP""]},{""start"":47,""end"":55,""text"":""hundreds"",""labels"":[""NUM""]},{""start"":56,""end"":58,""text"":""of"",""labels"":[""ADP""]},{""start"":59,""end"":67,""text"":""millions"",""labels"":[""NUM""]},{""start"":68,""end"":73,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":74,""end"":76,""text"":""को"",""labels"":[""ADP""]},{""start"":77,""end"":82,""text"":""गरीबी"",""labels"":[""ADJ""]},{""start"":83,""end"":85,""text"":""से"",""labels"":[""ADP""]},{""start"":86,""end"":90,""text"":""बाहर"",""labels"":[""ADV""]},{""start"":91,""end"":97,""text"":""निकाला"",""labels"":[""VERB""]},{""start"":98,""end"":100,""text"":""है"",""labels"":[""VERB""]},{""start"":100,""end"":101,""text"":""।"",""labels"":[""X""]}]",158.37,"Free Trade and Commerce ने पिछले तीन दशकों में hundreds of millions लोगों को गरीबी से बाहर निकाला है।","2025-01-23T17:46:12.187263Z"
13,"1","2025-01-23T17:49:02.111229Z",452,"[{""start"":0,""end"":6,""text"":""Carbon"",""labels"":[""NOUN""]},{""start"":7,""end"":15,""text"":""Negative"",""labels"":[""PART_NEG""]},{""start"":16,""end"":23,""text"":""राज्यों"",""labels"":[""NOUN""]},{""start"":24,""end"":26,""text"":""की"",""labels"":[""ADP""]},{""start"":27,""end"":32,""text"":""पहचान"",""labels"":[""NOUN""]},{""start"":33,""end"":36,""text"":""देश"",""labels"":[""NOUN""]},{""start"":37,""end"":39,""text"":""के"",""labels"":[""ADP""]},{""start"":40,""end"":42,""text"":""इस"",""labels"":[""PRON""]},{""start"":43,""end"":50,""text"":""क्षेत्र"",""labels"":[""NOUN""]},{""start"":51,""end"":53,""text"":""को"",""labels"":[""ADP""]},{""start"":54,""end"":58,""text"":""पूरे"",""labels"":[""ADJ""]},{""start"":59,""end"":64,""text"":""विश्व"",""labels"":[""NOUN""]},{""start"":65,""end"":73,""text"":""मानचित्र"",""labels"":[""NOUN""]},{""start"":74,""end"":76,""text"":""पर"",""labels"":[""ADP""]},{""start"":77,""end"":79,""text"":""एक"",""labels"":[""NUM""]},{""start"":80,""end"":84,""text"":""बड़े"",""labels"":[""ADJ""]},{""start"":85,""end"":90,""text"":""brand"",""labels"":[""NOUN""]},{""start"":91,""end"":93,""text"":""के"",""labels"":[""ADP""]},{""start"":94,""end"":97,""text"":""तौर"",""labels"":[""NOUN""]},{""start"":98,""end"":100,""text"":""पर"",""labels"":[""ADP""]},{""start"":101,""end"":108,""text"":""स्थापित"",""labels"":[""ADJ""]},{""start"":109,""end"":111,""text"":""कर"",""labels"":[""VERB""]},{""start"":112,""end"":116,""text"":""सकती"",""labels"":[""VERB""]},{""start"":117,""end"":119,""text"":""है"",""labels"":[""VERB""]},{""start"":119,""end"":120,""text"":""।"",""labels"":[""X""]}]",161.814,"Carbon Negative राज्यों की पहचान देश के इस क्षेत्र को पूरे विश्व मानचित्र पर एक बड़े brand के तौर पर स्थापित कर सकती है।","2025-01-23T17:49:02.111229Z"
14,"1","2025-01-23T17:51:42.655323Z",453,"[{""start"":0,""end"":10,""text"":""North-East"",""labels"":[""PROPN""]},{""start"":11,""end"":14,""text"":""में"",""labels"":[""ADP""]},{""start"":15,""end"":21,""text"":""Sports"",""labels"":[""NOUN""]},{""start"":22,""end"":24,""text"":""की"",""labels"":[""ADP""]},{""start"":25,""end"":29,""text"":""अपार"",""labels"":[""ADJ""]},{""start"":30,""end"":36,""text"":""क्षमता"",""labels"":[""NOUN""]},{""start"":37,""end"":39,""text"":""को"",""labels"":[""ADP""]},{""start"":40,""end"":45,""text"":""देखते"",""labels"":[""VERB""]},{""start"":46,""end"":49,""text"":""हुए"",""labels"":[""VERB""]},{""start"":50,""end"":52,""text"":""ही"",""labels"":[""ADV""]},{""start"":53,""end"":59,""text"":""केंद्र"",""labels"":[""NOUN""]},{""start"":60,""end"":65,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""इस"",""labels"":[""PRON""]},{""start"":69,""end"":76,""text"":""क्षेत्र"",""labels"":[""NOUN""]},{""start"":77,""end"":80,""text"":""में"",""labels"":[""ADP""]},{""start"":80,""end"":81,""text"":"","",""labels"":[""X""]},{""start"":82,""end"":87,""text"":""इंफाल"",""labels"":[""PROPN""]},{""start"":88,""end"":91,""text"":""में"",""labels"":[""ADP""]},{""start"":92,""end"":98,""text"":""Sports"",""labels"":[""NOUN""]},{""start"":99,""end"":109,""text"":""University"",""labels"":[""NOUN""]},{""start"":110,""end"":112,""text"":""की"",""labels"":[""ADP""]},{""start"":113,""end"":115,""text"":""भी"",""labels"":[""ADV""]},{""start"":116,""end"":123,""text"":""स्थापना"",""labels"":[""NOUN""]},{""start"":124,""end"":126,""text"":""कर"",""labels"":[""VERB""]},{""start"":127,""end"":130,""text"":""रही"",""labels"":[""PRON_WH""]},{""start"":131,""end"":133,""text"":""है"",""labels"":[""VERB""]},{""start"":133,""end"":134,""text"":""।"",""labels"":[""X""]}]",159.208,"North-East में Sports की अपार क्षमता को देखते हुए ही केंद्र सरकार इस क्षेत्र में, इंफाल में Sports University की भी स्थापना कर रही है।","2025-01-23T17:51:42.655323Z"
15,"1","2025-01-23T17:54:29.323045Z",454,"[{""start"":0,""end"":4,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":5,""end"":7,""text"":""के"",""labels"":[""ADP""]},{""start"":8,""end"":12,""text"":""अंदर"",""labels"":[""ADP""]},{""start"":13,""end"":25,""text"":""Solar Energy"",""labels"":[""PROPN""]},{""start"":26,""end"":28,""text"":""के"",""labels"":[""ADP""]},{""start"":29,""end"":34,""text"":""संबंध"",""labels"":[""NOUN""]},{""start"":35,""end"":38,""text"":""में"",""labels"":[""ADP""]},{""start"":39,""end"":42,""text"":""अलग"",""labels"":[""VERB""]},{""start"":43,""end"":48,""text"":""तरीके"",""labels"":[""NOUN""]},{""start"":49,""end"":51,""text"":""से"",""labels"":[""ADP""]},{""start"":52,""end"":57,""text"":""सोचने"",""labels"":[""VERB""]},{""start"":58,""end"":60,""text"":""के"",""labels"":[""ADP""]},{""start"":61,""end"":64,""text"":""लिए"",""labels"":[""ADP""]},{""start"":65,""end"":68,""text"":""देश"",""labels"":[""NOUN""]},{""start"":69,""end"":71,""text"":""की"",""labels"":[""ADP""]},{""start"":72,""end"":75,""text"":""सभी"",""labels"":[""PRON""]},{""start"":76,""end"":83,""text"":""सरकारों"",""labels"":[""NOUN""]},{""start"":84,""end"":86,""text"":""को"",""labels"":[""ADP""]},{""start"":87,""end"":94,""text"":""प्रेरित"",""labels"":[""ADJ""]},{""start"":95,""end"":99,""text"":""किया"",""labels"":[""VERB""]},{""start"":100,""end"":102,""text"":""था"",""labels"":[""VERB""]},{""start"":102,""end"":103,""text"":""।"",""labels"":[""X""]}]",161.653,"भारत के अंदर Solar Energy के संबंध में अलग तरीके से सोचने के लिए देश की सभी सरकारों को प्रेरित किया था।","2025-01-23T17:54:29.323045Z"
16,"1","2025-01-23T17:55:16.986969Z",455,"[{""start"":0,""end"":4,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":5,""end"":7,""text"":""के"",""labels"":[""ADP""]},{""start"":8,""end"":11,""text"":""लिए"",""labels"":[""ADP""]},{""start"":12,""end"":20,""text"":""सिंगापुर"",""labels"":[""PROPN""]},{""start"":21,""end"":46,""text"":""Foreign Direct Investment"",""labels"":[""NOUN""]},{""start"":47,""end"":49,""text"":""का"",""labels"":[""ADP""]},{""start"":50,""end"":52,""text"":""एक"",""labels"":[""NUM""]},{""start"":53,""end"":63,""text"":""महत्वपूर्ण"",""labels"":[""ADJ""]},{""start"":64,""end"":69,""text"":""स्रोत"",""labels"":[""NOUN""]},{""start"":70,""end"":72,""text"":""है"",""labels"":[""VERB""]},{""start"":72,""end"":73,""text"":""।"",""labels"":[""X""]}]",46.118,"भारत के लिए सिंगापुर Foreign Direct Investment का एक महत्वपूर्ण स्रोत है।","2025-01-23T17:55:16.986969Z"
17,"1","2025-01-23T17:57:27.204937Z",456,"[{""start"":0,""end"":2,""text"":""कल"",""labels"":[""ADV""]},{""start"":3,""end"":6,""text"":""शाम"",""labels"":[""NOUN""]},{""start"":7,""end"":15,""text"":""सिंगापुर"",""labels"":[""PROPN""]},{""start"":16,""end"":18,""text"":""की"",""labels"":[""ADP""]},{""start"":19,""end"":29,""text"":""महत्वपूर्ण"",""labels"":[""ADJ""]},{""start"":30,""end"":38,""text"":""कंपनियों"",""labels"":[""NOUN""]},{""start"":39,""end"":41,""text"":""के"",""labels"":[""ADP""]},{""start"":42,""end"":46,""text"":""CEOs"",""labels"":[""NOUN""]},{""start"":47,""end"":49,""text"":""के"",""labels"":[""ADP""]},{""start"":50,""end"":53,""text"":""साथ"",""labels"":[""ADP""]},{""start"":54,""end"":65,""text"":""round table"",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""पर"",""labels"":[""ADP""]},{""start"":69,""end"":73,""text"":""मुझे"",""labels"":[""PRON""]},{""start"":74,""end"":78,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":79,""end"":81,""text"":""के"",""labels"":[""ADP""]},{""start"":82,""end"":87,""text"":""प्रति"",""labels"":[""ADP""]},{""start"":88,""end"":92,""text"":""उनके"",""labels"":[""PRON""]},{""start"":93,""end"":100,""text"":""विश्वास"",""labels"":[""NOUN""]},{""start"":101,""end"":103,""text"":""को"",""labels"":[""ADP""]},{""start"":104,""end"":109,""text"":""देखकर"",""labels"":[""VERB""]},{""start"":110,""end"":114,""text"":""बहुत"",""labels"":[""ADV""]},{""start"":115,""end"":124,""text"":""प्रसन्नता"",""labels"":[""VERB""]},{""start"":125,""end"":128,""text"":""हुई"",""labels"":[""VERB""]},{""start"":128,""end"":129,""text"":""।"",""labels"":[""X""]}]",95.577,"कल शाम सिंगापुर की महत्वपूर्ण कंपनियों के CEOs के साथ round table पर मुझे भारत के प्रति उनके विश्वास को देखकर बहुत प्रसन्नता हुई।","2025-01-23T17:57:27.204937Z"
18,"1","2025-01-23T18:01:06.161360Z",457,"[{""start"":0,""end"":5,""text"":""RuPay"",""labels"":[""PROPN""]},{""start"":5,""end"":6,""text"":"","",""labels"":[""X""]},{""start"":7,""end"":11,""text"":""BHIM"",""labels"":[""NOUN""]},{""start"":12,""end"":14,""text"":""और"",""labels"":[""CONJ""]},{""start"":15,""end"":25,""text"":""UPI-आधारित"",""labels"":[""NOUN""]},{""start"":26,""end"":40,""text"":""remittance app"",""labels"":[""PROPN""]},{""start"":41,""end"":43,""text"":""का"",""labels"":[""ADP""]},{""start"":44,""end"":52,""text"":""सिंगापुर"",""labels"":[""PROPN""]},{""start"":53,""end"":56,""text"":""में"",""labels"":[""ADP""]},{""start"":57,""end"":59,""text"":""कल"",""labels"":[""ADV""]},{""start"":60,""end"":63,""text"":""शाम"",""labels"":[""NOUN""]},{""start"":64,""end"":78,""text"":""अंतर्राष्ट्रीय"",""labels"":[""NOUN""]},{""start"":79,""end"":85,""text"":""launch"",""labels"":[""VERB""]},{""start"":86,""end"":99,""text"":""Digital India"",""labels"":[""PROPN""]},{""start"":100,""end"":103,""text"":""तथा"",""labels"":[""CONJ""]},{""start"":104,""end"":109,""text"":""हमारी"",""labels"":[""PRON""]},{""start"":110,""end"":118,""text"":""भागीदारी"",""labels"":[""NOUN""]},{""start"":119,""end"":121,""text"":""की"",""labels"":[""ADP""]},{""start"":122,""end"":128,""text"":""नवीनता"",""labels"":[""ADJ""]},{""start"":129,""end"":131,""text"":""की"",""labels"":[""ADP""]},{""start"":132,""end"":137,""text"":""भावना"",""labels"":[""NOUN""]},{""start"":138,""end"":140,""text"":""को"",""labels"":[""ADP""]},{""start"":151,""end"":152,""text"":""।"",""labels"":[""X""]},{""start"":141,""end"":148,""text"":""दर्शाता"",""labels"":[""VERB""]},{""start"":149,""end"":151,""text"":""है"",""labels"":[""VERB""]}]",214.643,"RuPay, BHIM और UPI-आधारित remittance app का सिंगापुर में कल शाम अंतर्राष्ट्रीय launch Digital India तथा हमारी भागीदारी की नवीनता की भावना को दर्शाता है।","2025-01-23T18:01:06.161360Z"
19,"1","2025-01-23T18:02:58.861711Z",458,"[{""start"":0,""end"":5,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":6,""end"":9,""text"":""आने"",""labels"":[""VERB""]},{""start"":10,""end"":14,""text"":""वाले"",""labels"":[""VERB""]},{""start"":15,""end"":20,""text"":""दिनों"",""labels"":[""NOUN""]},{""start"":21,""end"":24,""text"":""में"",""labels"":[""ADP""]},{""start"":25,""end"":44,""text"":""Maritime University"",""labels"":[""PROPN""]},{""start"":63,""end"":78,""text"":""Maritime Museum"",""labels"":[""PROPN""]},{""start"":45,""end"":50,""text"":""बनाने"",""labels"":[""VERB""]},{""start"":51,""end"":53,""text"":""और"",""labels"":[""CONJ""]},{""start"":54,""end"":58,""text"":""लोथल"",""labels"":[""PROPN""]},{""start"":59,""end"":62,""text"":""में"",""labels"":[""ADP""]},{""start"":79,""end"":84,""text"":""बनाने"",""labels"":[""VERB""]},{""start"":85,""end"":87,""text"":""पर"",""labels"":[""ADP""]},{""start"":88,""end"":90,""text"":""भी"",""labels"":[""ADP""]},{""start"":91,""end"":95,""text"":""बहुत"",""labels"":[""ADJ""]},{""start"":96,""end"":104,""text"":""विस्‍तार"",""labels"":[""NOUN""]},{""start"":105,""end"":107,""text"":""से"",""labels"":[""ADP""]},{""start"":108,""end"":111,""text"":""काम"",""labels"":[""NOUN""]},{""start"":112,""end"":114,""text"":""इन"",""labels"":[""PRON""]},{""start"":115,""end"":120,""text"":""दिनों"",""labels"":[""NOUN""]},{""start"":121,""end"":123,""text"":""चल"",""labels"":[""VERB""]},{""start"":124,""end"":127,""text"":""रहा"",""labels"":[""VERB""]},{""start"":128,""end"":130,""text"":""है"",""labels"":[""VERB""]},{""start"":130,""end"":131,""text"":""।"",""labels"":[""X""]}]",111.082,"सरकार आने वाले दिनों में Maritime University बनाने और लोथल में Maritime Museum बनाने पर भी बहुत विस्‍तार से काम इन दिनों चल रहा है।","2025-01-23T18:02:58.861711Z"
20,"1","2025-01-23T18:04:37.789999Z",459,"[{""start"":25,""end"":57,""text"":""Alang-Sosiya Ship Recycling Yard"",""labels"":[""PROPN""]},{""start"":0,""end"":7,""text"":""साथियों"",""labels"":[""NOUN""]},{""start"":7,""end"":8,""text"":"","",""labels"":[""X""]},{""start"":9,""end"":14,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":15,""end"":21,""text"":""भावनगर"",""labels"":[""PROPN""]},{""start"":22,""end"":24,""text"":""से"",""labels"":[""ADP""]},{""start"":58,""end"":60,""text"":""तक"",""labels"":[""ADP""]},{""start"":61,""end"":63,""text"":""के"",""labels"":[""ADP""]},{""start"":64,""end"":67,""text"":""लिए"",""labels"":[""ADP""]},{""start"":68,""end"":70,""text"":""एक"",""labels"":[""NUM""]},{""start"":71,""end"":82,""text"":""alternative"",""labels"":[""ADJ""]},{""start"":83,""end"":87,""text"":""road"",""labels"":[""NOUN""]},{""start"":88,""end"":90,""text"":""भी"",""labels"":[""ADP""]},{""start"":91,""end"":93,""text"":""उस"",""labels"":[""PRON""]},{""start"":94,""end"":96,""text"":""पर"",""labels"":[""ADP""]},{""start"":97,""end"":99,""text"":""भी"",""labels"":[""ADP""]},{""start"":100,""end"":103,""text"":""काम"",""labels"":[""NOUN""]},{""start"":104,""end"":106,""text"":""कर"",""labels"":[""VERB""]},{""start"":107,""end"":110,""text"":""रही"",""labels"":[""VERB""]},{""start"":111,""end"":113,""text"":""है"",""labels"":[""VERB""]},{""start"":113,""end"":114,""text"":""।"",""labels"":[""X""]}]",97.911,"साथियों, सरकार भावनगर से Alang-Sosiya Ship Recycling Yard तक के लिए एक alternative road भी उस पर भी काम कर रही है।","2025-01-23T18:04:37.789999Z"
